5.647900000000000000e+04,1.400000000000000000e+01
5.648900000000000000e+04,7.500000000000000000e+01
5.649900000000000000e+04,2.290000000000000000e+02
5.650900000000000000e+04,4.620000000000000000e+02
5.651900000000000000e+04,7.580000000000000000e+02
5.652900000000000000e+04,1.106000000000000000e+03
5.653900000000000000e+04,1.490000000000000000e+03
5.654900000000000000e+04,1.904000000000000000e+03
5.655900000000000000e+04,2.344000000000000000e+03
5.656900000000000000e+04,2.800000000000000000e+03
5.657900000000000000e+04,3.269000000000000000e+03
5.658900000000000000e+04,3.754000000000000000e+03
5.659900000000000000e+04,4.248000000000000000e+03
5.660900000000000000e+04,4.747000000000000000e+03
5.661900000000000000e+04,5.247000000000000000e+03
5.662900000000000000e+04,5.758000000000000000e+03
5.663900000000000000e+04,6.275000000000000000e+03
5.664900000000000000e+04,6.789000000000000000e+03
5.665900000000000000e+04,7.309000000000000000e+03
5.666900000000000000e+04,7.828000000000000000e+03
5.667900000000000000e+04,8.350000000000000000e+03
5.668900000000000000e+04,8.870000000000000000e+03
5.669900000000000000e+04,9.393000000000000000e+03
5.670900000000000000e+04,9.917000000000000000e+03
5.671900000000000000e+04,1.044500000000000000e+04
5.672900000000000000e+04,1.097100000000000000e+04
5.673900000000000000e+04,1.149400000000000000e+04
5.674900000000000000e+04,1.201700000000000000e+04
5.675900000000000000e+04,1.254400000000000000e+04
5.676900000000000000e+04,1.307000000000000000e+04
5.677900000000000000e+04,1.360000000000000000e+04
5.678900000000000000e+04,1.412500000000000000e+04
5.679900000000000000e+04,1.465400000000000000e+04
5.680900000000000000e+04,1.518100000000000000e+04
5.681900000000000000e+04,1.571100000000000000e+04
5.682900000000000000e+04,1.623800000000000000e+04
5.683900000000000000e+04,1.676600000000000000e+04
5.684900000000000000e+04,1.712500000000000000e+04
5.685900000000000000e+04,1.725900000000000000e+04
5.686900000000000000e+04,1.720900000000000000e+04
5.687900000000000000e+04,1.706000000000000000e+04
5.688900000000000000e+04,1.682900000000000000e+04
5.689900000000000000e+04,1.653400000000000000e+04
5.690900000000000000e+04,1.619800000000000000e+04
5.691900000000000000e+04,1.599700000000000000e+04
5.692900000000000000e+04,1.596500000000000000e+04
5.693900000000000000e+04,1.607600000000000000e+04
5.694900000000000000e+04,1.627900000000000000e+04
5.695900000000000000e+04,1.655300000000000000e+04
5.696900000000000000e+04,1.670400000000000000e+04
5.697900000000000000e+04,1.670900000000000000e+04
5.698900000000000000e+04,1.659800000000000000e+04
5.699900000000000000e+04,1.639100000000000000e+04
5.700900000000000000e+04,1.618200000000000000e+04
5.701900000000000000e+04,1.608600000000000000e+04
5.702900000000000000e+04,1.613500000000000000e+04
5.703900000000000000e+04,1.629400000000000000e+04
5.704900000000000000e+04,1.653600000000000000e+04
5.705900000000000000e+04,1.666300000000000000e+04
5.706900000000000000e+04,1.665200000000000000e+04
5.707900000000000000e+04,1.651700000000000000e+04
5.708900000000000000e+04,1.629400000000000000e+04
5.709900000000000000e+04,1.618100000000000000e+04
5.710900000000000000e+04,1.619600000000000000e+04
5.711900000000000000e+04,1.633600000000000000e+04
5.712900000000000000e+04,1.653900000000000000e+04
5.713900000000000000e+04,1.661700000000000000e+04
5.714900000000000000e+04,1.658000000000000000e+04
5.715900000000000000e+04,1.643700000000000000e+04
5.716900000000000000e+04,1.623000000000000000e+04
5.717900000000000000e+04,1.614600000000000000e+04
5.718900000000000000e+04,1.617600000000000000e+04
5.719900000000000000e+04,1.631800000000000000e+04
5.720900000000000000e+04,1.653600000000000000e+04
5.721900000000000000e+04,1.663700000000000000e+04
5.722900000000000000e+04,1.661300000000000000e+04
5.723900000000000000e+04,1.647700000000000000e+04
5.724900000000000000e+04,1.625300000000000000e+04
5.725900000000000000e+04,1.614200000000000000e+04
5.726900000000000000e+04,1.615000000000000000e+04
5.727900000000000000e+04,1.627900000000000000e+04
5.728900000000000000e+04,1.649800000000000000e+04
5.729900000000000000e+04,1.660400000000000000e+04
5.730900000000000000e+04,1.658900000000000000e+04
5.731900000000000000e+04,1.646000000000000000e+04
5.732900000000000000e+04,1.624600000000000000e+04
5.733900000000000000e+04,1.614700000000000000e+04
5.734900000000000000e+04,1.615900000000000000e+04
5.735900000000000000e+04,1.629200000000000000e+04
5.736900000000000000e+04,1.651200000000000000e+04
5.737900000000000000e+04,1.662400000000000000e+04
5.738900000000000000e+04,1.661100000000000000e+04
5.739900000000000000e+04,1.648200000000000000e+04
5.740900000000000000e+04,1.626400000000000000e+04
5.741900000000000000e+04,1.616000000000000000e+04
5.742900000000000000e+04,1.617700000000000000e+04
5.743900000000000000e+04,1.631600000000000000e+04
5.744900000000000000e+04,1.653200000000000000e+04
5.745900000000000000e+04,1.662900000000000000e+04
5.746900000000000000e+04,1.660800000000000000e+04
5.747900000000000000e+04,1.647300000000000000e+04
5.748900000000000000e+04,1.625000000000000000e+04
5.749900000000000000e+04,1.613800000000000000e+04
5.750900000000000000e+04,1.614400000000000000e+04
5.751900000000000000e+04,1.627100000000000000e+04
5.752900000000000000e+04,1.648900000000000000e+04
5.753900000000000000e+04,1.659400000000000000e+04
5.754900000000000000e+04,1.657200000000000000e+04
5.755900000000000000e+04,1.643500000000000000e+04
5.756900000000000000e+04,1.623500000000000000e+04
5.757900000000000000e+04,1.615900000000000000e+04
5.758900000000000000e+04,1.620200000000000000e+04
5.759900000000000000e+04,1.635600000000000000e+04
5.760900000000000000e+04,1.655500000000000000e+04
5.761900000000000000e+04,1.662500000000000000e+04
5.762900000000000000e+04,1.657400000000000000e+04
5.763900000000000000e+04,1.642000000000000000e+04
5.764900000000000000e+04,1.622200000000000000e+04
5.765900000000000000e+04,1.614700000000000000e+04
5.766900000000000000e+04,1.619900000000000000e+04
5.767900000000000000e+04,1.635700000000000000e+04
5.768900000000000000e+04,1.654700000000000000e+04
5.769900000000000000e+04,1.662100000000000000e+04
5.770900000000000000e+04,1.656800000000000000e+04
5.771900000000000000e+04,1.641200000000000000e+04
